speed,brake_force,traffic_density,weather,visibility,vehicle_weight,vehicle_age,reaction_time,nearby_vehicle_count,road_condition,lane_count,road_curvature,time_of_day,alcohol_level,tyre_condition,Accident_severity
40.372374867155436,20.963920017942478,20.8792091730052,0.9947562856946681,67.73123078785488,1325.368621489564,3.196315144103367,1.7775227489589267,1.6618015833641726,0.9135038051512687,1.7170275396318067,6.112541717267783,10.890470089234936,-0.02743113100248369,72.80654792593904,0
49.54592694715825,21.534900099180764,26.170419896900196,0.9688874683134591,82.15140462861548,1293.8427403198684,6.512038814094032,1.5827695482287134,2.1982387764800166,0.9958504787574116,2.395985742768762,3.783533015383301,10.980009343644515,-0.020347179859728746,82.45450654558536,0
39.7204798342438,23.064780420831372,36.96747648523762,1.0687709147360969,87.81850357583,1491.0657869764395,6.357184246974271,1.0844131789166367,3.036432355745167,1.0248771160047192,3.1172299977339137,6.1372691671259,10.275668076036188,0.04339720803463544,81.27618978019466,0
37.91819057240805,17.373263990148214,28.17876166095713,0.9877221645374623,67.0170660312335,1332.2766175547783,2.337664363217992,1.3620021058464693,2.313299989900754,1.0497025829101871,0.07157326021292842,5.585659503169573,9.457499097837635,0.16021903777957314,81.8086038865004,0
77.82745790426107,42.22269823328572,51.16169241387217,1.7389807517158333,49.65638908376018,1384.5775845763087,10.049001417175553,1.4275781412886257,6.666393754757661,0.8255335832321816,2.604852554933172,8.52447085737267,15.865854130742315,0.37695393376724634,60.003641637234885,1
41.25569371708774,24.075913043938883,25.633016652502896,1.6331605369798092,80.0523714914012,1367.8758507863463,5.3096731580736325,1.2367772334960005,2.2338564104837704,1.0671992011381224,3.958654794071419,0.9652452303420915,10.540002948924055,0.004396779600074701,79.11446716397698,0
35.49324028688188,29.558319427288865,35.997487253625756,1.6846766837888836,83.08432380929601,1434.2259551019788,3.9911687175493737,0.9995868276454465,2.7658138139203925,1.0295845055223816,1.8516207415022308,-0.005217781214843953,9.564525951961828,-0.11740537802982656,82.4676715565575,0
41.63281507931527,18.584604632008748,31.356057376399868,1.235483534892581,87.34964815751985,1546.6882678768525,5.2341941514982055,1.2192146535053106,1.093271034649906,1.0435946323899337,2.6673831031405686,4.615393631436746,10.544612504184038,-0.02925161935493418,83.35496326044462,0
72.0369789841017,41.978359765832266,49.9465241894075,2.2420990820772104,53.91640493825419,1319.5258337849582,5.634563017989831,1.83373670598789,7.586859524702018,0.47173550813462856,3.984718630133851,22.632377305992634,15.262613645340718,0.48838852412691247,62.817777112822434,1
69.9637159674694,34.48217133280049,51.46268634692149,1.8086223085597604,67.05058220901341,1428.5168986051117,3.101945694183109,1.814509695228606,6.290888051961866,0.28689159442272627,1.8666961176313834,21.75546570631154,14.518806623516015,0.6130363571757973,55.83617261638541,1
33.38864260704412,13.847619709113745,32.07133449895696,0.4462874771996449,81.0400542314857,1608.5889722270063,4.652412377055179,0.9115666668076863,2.382007205452763,0.8774208259218272,3.7199845303294037,7.80723933705667,9.835828381046356,-0.089729318142422,77.8711506361232,0
41.538188543813845,16.081618146772872,30.952279034982933,0.9134490409238339,86.37352372193632,1265.2677560790853,4.5960768588985825,0.789484300470449,2.1625105878591158,0.8257523459133105,3.246106910835875,6.05786816060834,10.842774572286975,-0.09694840333096971,81.78040552488264,0
44.420737151923205,19.40015764872533,23.4565053236041,2.1219558735619364,73.9735594435169,967.8154226585219,5.716988762097934,0.9164548042564239,1.6075964138501584,1.0124573353521713,1.8566805512080156,4.273173507504347,11.589689442584366,-0.011146432354858285,75.50286877382175,0
73.87110985043748,49.91964782993224,54.65567358122965,1.8429096075207567,27.97730661691969,1549.0894435356986,8.055199308569838,1.5063192841331075,8.01161259976275,0.6092260050989882,2.5839021460294793,10.471219389896653,12.685354922376694,0.43316433490071915,62.24406630426569,1
68.08810389166862,39.68298115359644,55.540673151559,2.300484916376798,62.14441298276161,1509.2308984320687,7.129529374113277,1.9227714710524981,5.695017087125769,0.4775795865449177,2.6103748550550123,16.399202198567433,15.059199047803464,0.2714196060398193,54.056663280312804,1
62.25541229187613,47.303552398091114,57.40181929402329,1.4928154728261975,62.43890351724434,1447.6437965297405,4.875228276578081,1.6095459047529341,8.279715590917043,0.7824014700505759,3.1033824890328106,12.820046874308696,16.125731069286083,0.5399814201203795,59.1683273827347,1
86.16518765756723,65.13156546816361,77.82899738203223,3.2776216960916518,54.664769687247585,1565.1703822807378,15.016694667542943,1.8386800133885752,9.299976247452294,0.8645856163326757,4.231987693381092,26.20746278403271,22.089724296274124,1.5045384523639056,59.72215429843463,2
70.48199006242368,45.1543760875453,53.68620313804258,1.445255369733117,76.84852309975152,1183.3436104474085,8.08635355509094,1.4740809125591292,3.3339626446255073,0.23642982274570312,2.872511413123548,16.83109455091207,17.095065238223757,0.38428652638164496,55.29327667394281,1
38.61330271729764,21.207296493000513,41.01077609834415,1.6432211399285244,82.10529263211001,925.3860332580412,3.643665029895896,1.5486133012523458,1.598184252679808,0.983158514213793,0.8545315318646935,5.891702455737814,11.14141282042628,0.15235501258213288,77.75925090384717,0
41.066540799345,22.23850673932551,29.757199425902186,1.3818212919411677,96.18010572954879,704.9869433853921,6.084617990736243,1.6641099191626059,2.5010632479005923,0.9322637577295151,0.8477275520998226,9.723691373826524,9.095016313377135,0.15176415710562519,81.95255662237886,0
